nom,adresse,representant,telephone,email,site
UZERCHE AUTO-RETRO,19140 Uzerche,,05 55 98 43 04,uzerche-auto-retro@orange.fr,https://www.facebook.com/p/Officiel-Autoretro-Uzerche-100057872970889/
RETROMOBILE CLUB DU HAVRE - LA ROUE EN BOIS,76930 Octeville-sur-Mer,,02 35 44 80 55,la.roue.en.bois@gmail.com,https://retromobileclubduhavre.fr
ALFA PLAISIR,30131 Pujaut,,06 11 16 19 89,president@alfaplaisir.com,http://www.alfaplaisir.com
CLUB ALPINE COTE D'AZUR,06270 Villeneuve,,04 93 24 20 88,alpinecotedazur@gmail.com,http://www.alpinecotedazur.com
LOUN RÉTRO,40550 Léon,,06 01 29 50 24,lounretro40@gmail.com,
CLUB RETRO AUTO CATALOGNE,66110 Amélie-les-Bains,,07 86 12 25 98,gerard@pouzens.com,
LES VIEUX VOLANTS MONTROUGIENS,92120 Montrouge,,01 64 47 00 32,vvm92montrouge@orange.fr,
JUNKY ALPINE CLUB,58190 La,,03 86 24 27 43,junkyalpineclub@hotmail.fr,
AMICALE DES VEHICULES ANCIENS DE CHEVIGNY SAINT SAUVEUR,21171 Chevigny-Saint-Sauveur,,06 44 89 37 26,jean-marc.boillet@sfr.fr,http://www.club-avac.fr
ANCIENNES CAISSES DE GEVREY,21220 Gevrey-Chambertin,,,ac-dg@orange.fr,http://ac-dg.skyrock.com
RETROMECANIQUE,37350 Le,,06 77 15 98 98,retromecanique@gmail.com,
DEUCH DYANE MOTOR,51100 Reims,,06 77 74 67 40,sabrinaddmc@gmail.com,http://ddmc-reims.forumactif.com
VEHICULES ANCIENS RHONE PILAT,42520 Veranne,,06 62 16 74 34,contact.varp@gmail.com,https://www.vehiculesanciensrhonepilat.com
VIEILLES AUTOS MOTOS PASSION,45170 Saint-Lyé-la-Forêt,,02 38 91 83 95,contact-vamp@orange.fr,http://www.vamp-vieilles-autos-motos-passion.fr
2 CV CLUB TOUS TERRAINS,71450 Blanzy,,03 85 68 08 36,jean-pierre.marchandon@wanadoo.fr,http://2cvclubtousterrains.blog.free.fr
2 CV CLUB LUBERON VENTOUX,84740 Velleron,,06 81 93 40 49,2cvluberonventoux@gmail.com,http://2cvclubluberonventoux.fr
2 CV CLUB HERAULT,34660 Cournonsec,,06 65 76 19 57,deuchclubherault@yahoo.fr,
S-CUSTOM FAMILY,40380 Poyanne,,06 70 20 01 56,sequinox@hotmail.fr,https://www.facebook.com/groups/173922752655023/
CASTEL AUTOMOBILE CLUB,02402 Château-Thierry,,06 09 76 85 28,christiangaudet@orange.fr,http://www.castelautoclub.com
LES SOUPAPES AVIGNONNAISES,30133 Les,,04 90 38 59 57,les.soupapes-avignonnaises@orange.fr,http://www.lesrendezvousdelareine.com
CCVHC,25600 Vieux,,03 81 94 35 14,,http://www.amla.fr
AUTO RETRO DE L'ALBANAIS,74150 Rumilly,,06 95 48 89 76,auto.retro.albanais@gmail.com,
ROTARY AUTO RETRO DE FRANCE,78620 L,,01 75 58 28 37,yves.lozach@numericable.fr,http://www.rotary-auto-retro.fr
TOUT TACOT LIMOUXIN,11300 Limoux,,,touttacotlimouxin@gmail.com,http://www.touttacotlimouxin.fr
PASSION COX ET DERIVES,59950 Auby,,06 49 61 96 63,,https://www.facebook.com/groups/passincox
AUTOMOBILE CLUB D'AIX EN PROVENCE,13100 Aix-en-Provence,,04 42 23 33 73,aca@autoclubaix.com,http://www.autoclubaix.com
LES AMIS DE LA TRACTION,61300 L,,,lesamisdelatraction@club-internet.fr,http://lesamisdelatraction.fr
C.A.R. OCCITAN,81310 Lisle-sur-Tarn,,05 63 40 42 35,jj.lherm@gmail.com,http://www.caroccitan.fr
ASSOCIATION FOREZIENNE D'AMATEURS D'AUTOMOBILES,42290 Sorbiers,,04 77 21 08 88,bv@bertheasvitrolles.com,http://www.gpduforez.com
SUNDG'OLDIES,68640 Muespach,,06 83 13 65 00,sundgoldies@hotmail.fr,http://www.sundgoldies.fr
GROUPE D'AMATEURS DE RESTAURATION DE VÉHICULE DE GRAND AGE,02603 Villers-Cotterets,,07 83 42 73 48,contact@associationgarage.eu,http://www.associationgarage.eu
LE GANG DES LYONNAISES,69960 Corbas,,06 80 31 64 64,legangdeslyonnaises@hotmail.fr,
AMERISUD,64110 Mazères-Lezons,,07 66 24 57 61,info@amerisud.fr,http://www.amerisud.fr
ISSOIRE COURNON RETROMOBILE CLUB,63450 Tallende,,04 73 39 47 69,jean-luc.meylheuc@orange.fr,http://www.issoire-cournon-retromobile-club.org
LIMOUSIN CLUB ALPINE GORDINI,87350 Panazol,,05 55 06 01 43,lcag@orange.fr,http://www.lcag87.fr
MEDITERRANEAN AMERICAN CARS CLUB,13104 Arles,,,oliviermacc@orange.fr,
ASSOCIATION PRV CONCEPT,78730 Saint-Arnoult-en-Yvelines,,06 72 94 71 06,cedric.barme@gmail.com,http://www.prv-concept.com
OSCAR RACING,88100 Remomeix,,06 07 45 08 72,contact@oscar-racing.fr,http://www.oscar-racing.fr
CLUB DES AUTOMOBILES SOVAM,79000 Niort,,06 77 06 92 28,phber79@gmail.com,http://www.clubdesautomobilessovam.fr
UNE TRACTION POUR JEAN MOULIN,71300 Montceau-les-Mines,,03 85 57 23 10,une-traction-pour-jean-moulin@gmx.fr,http://www.une.traction.pour.jean.moulin.over-blog.com
CLUB DES TEUF-TEUF,93100 Montreuil,,,contact@teufteuf-vccf.org,http://www.club-teuf-teuf.com
RETROMOBIL CLUB DE TULLE CORREZE,19000 Tulle,,05 55 20 39 99,retromobiltulle@gmail.com,https://www.retromobilclubtulle.com
PORSCHE CLUB MEDITERRANEE,34750 Villeneuve-lès-Maguelone,,04 67 69 48 92,,http://www.mediterranee-porscheclub.fr
CLASSIC VW CATALAN,66000 Perpignan,,04 68 54 70 92,classicvwcatalan@free.fr,
LES CHEVRONNES,21220 Gevrey-Chambertin,,03 80 51 83 44,contact@leschevronnes.fr,http://leschevronnes.fr
AUTO RETRO CLUB HERBLAYSIEN,95220 Herblay,,06 78 76 72 52,autoretroclub@orange.fr,http://auto-retro-club-herblaysien.over-blog.fr
ASSOCIATION SAINT QUENTINOISE DE LA BELLE AUTOMOBILE,02100 Saint-Quentin,,06 07 68 00 71,secretariat.asqba@gmail.com,http://asqba.fr
RETROCHAP,45380 La,,02 38 43 60 90,ray.adamczyk@gmail.com,http://www.retrochap.fr
AMICALE DENIS PAPIN,31530 Lévignac,,06 34 17 70 12,a.d.p.amicaledenispapin@orange.fr,http://www.amicaledenispapin.com
CANCHE AUTHIE AUTO CLUB,80600 Doulens,,,cancheauthie80@hotmail.fr,http://sites.google.com/site/cancheaac/
CKCBI & ASA TERRE ISSOISE,21260 Chazeuil,,03 80 75 70 61,ckcbi@wanadoo.fr,http://www.ckcbi.fr
CLUB NSU FRANCE - Section Centre Ile-de-France,28600 Luisant,,02 37 35 93 94,jean-paul@lecomte.org,
XK CLUB,,,06 03 35 00 07,club.e.type@gmail.com,http://www.xkclub.com
JAGUAR E-TYPE CLUB,,,06 03 35 00 07,club.e.type@gmail.com,http://www.e-typeclub.com
MUSÉE BOURGUIGNON POUR LA PRÉSERVATION DES VÉHICULES MILITAIRES,21068 Dijon,,03 80 42 90 08,getc.boulanger@wanadoo.fr,https://www.facebook.com/p/Musee-Bourguignon-Pour-La-Preservation-Des-Vehicules-Militaires-100063465136065
RETRO 02,02270 La,,06 16 06 59 02,,http://www.retro02.net
CLUB AUTO RETRO DES MONTS DU SOIR,42600 Montbrison,,06 85 02 83 19,carms42600@gmail.com,http://www.autoretro-montbrison.fr
AMICALE R15 R17,54620 Bazailles,,06 78 17 30 95,m.bizet@wanadoo.fr,http://amicale.r15r17.pagesperso-orange.fr
BOURGOGNE AMERICAN CARS CLUB,21160 Marsannay-la-Côte,,06 71 84 22 24,bacc@wanadoo.fr,http://www.bac-club.com
ALFA ROMEO CLUB DE FRANCE,75018 Paris,,01 39 60 16 00,info@clubalfafrance.com,http://www.clubalfafrance.com
ECURIE LANGUEDOC 81,81000 Albi,,,ecurie-languedoc81@wanadoo.fr,https://ecurie-languedoc81.sitew.fr
CLUB AMATEUR RENAULT COTE D'OR,21550 Ladoix-Serrigny,,03 80 26 40 81,marechal.jeanluc@free.fr,
AUTO RETRO DES ALPES PROVENCALES,04200 Mison,,04 92 62 27 08,regisfrancou@sfr.fr,
LES VIEILLES SOUPAPES ROCHELOISES,21530 La,,06 35 02 25 13,gerardchopard@gmail.com,https://www.facebook.com/profile.php?id=100057559055143
CLUB PASSION 2CV - 2CV PASSION,84750 Saint-Martin-de-Castillon,,04 90 75 14 36,passion_2cv@hotmail.fr,https://passion2cv-2cvpassion.sitew.fr
LES RETROMOBILES LIMOUSINES,87280 Limoges,,05 55 48 06 12,m.couquet@wanadoo.fr,http://www.auto-club-limousin.fr/retro-mobile-limousine.php
AMI DEUCHE CHALONNAIS,71100 Chalon-Sur-Saône,,,ami-deuche-chalonnais@wanadoo.fr,https://ami2cvchalonnais.jimdofree.com
ASSOCIATION ISNOGOOD,76230 Isneauville,,02 35 60 32 33,rasso.isnogood@gmail.com,http://www.isnogood.fr
HOTCHKISS GRAND SUD,06340 Cantaron,,06 07 25 28 23,claudealquierhgs@free.fr,
FREGATE CLUB DE FRANCE,77610 La,,01 64 07 40 22,gerard.battaglia@fregate-renault.org,http://www.fregate-renault.org
ECURIE ATLANTIQUE,33000 Bordeaux,,06 51 61 24 13,ecurie.atlantique@outlook.com,http://www.ecurie-atlantique.net
CLUB PASSION MÉCANIQUE DOMONT,95460 Ézanville,,0274084121,cpmde95330@sfr.fr,https://www.facebook.com/Club-Passion-M%C3%A9canique-Domont-95-100027408412111/
MUSEO VIVO PROVENCE,13001 Aix-en-Provence,,06 84 84 15 11,museovivoprovence@gmail.com,https://www.facebook.com/Museo-Vivo-Provence-376424853153883/
LES ANCIENS RETROVISEURS NOISEENS,93160 Noisy-Le-Grand,,,larn@orange.fr,http://www.larn-noisylegrand.fr
AUTO RETRO AVEYRONNAIS,12450 La,,05 65 71 99 94,autoretro.aveyronnais@yahoo.fr,http://www.autoretro-aveyronnais.fr
GERMAN CLASSIC AUTO,37700 Saint-Pierre-des-Corps,,06 86 49 04 51,german-classic-auto@orange.fr,http://gca-forum.forumactif.org
KICKS ET CHROMES BOURGUEILLOIS,37140 Bourgueil,,02 47 97 88 02,kicks.chromes@orange.fr,
LES VIEILLES SOUPAPES COURPIEROISES,63120 Courpière,,04 73 53 11 78,patrick.batisse@wanadoo.fr,
LES P'TITS BOLIDES DU VERON,37420 Savigny-en-Véron,,02 47 58 93 32,bolidesduveron@gmail.com,https://ptitsbolidesduveron.fr
LES MORDUS DU GALET,27450 Saint-Grégoire-du-Vièvre,,02 32 57 51 42,lesmordusdugalet@gmail.com,http://www.lesmordusdugalet.fr
RETRORENCARD,67100 Strasbourg,,06 86 55 00 56,,http://retrorencard.com
AMICALE BUFFALO SARAP,67100 Strasbourg,,06 21 72 87 04,amicale.buffalo@wanadoo.fr,http://www.buggy-buffalo-sarap.fr
SYMPATHISANTS D'AUTOS POPULAIRES D'AQUITAINE RÉUNIS,64510 Assat,,06 60 29 60 92,club.sapar64@gmail.com,https://www.sapar64vehiculesanciens.com
LES CALANDRES CLERMONTAISES,34230 Paulhan,,06 87 08 90 92,,https://www.calandresclermontaises.fr
ASSOCIATION ALPHONSE BELMONT,38490 Chimilin,,04 76 32 51 04,,http://www.clubalphonsebelmont.fr
FLOCARNORD,59130 Lambersart,,03 20 51 77 33,flocarnord@free.fr,http://flocarnord.free.fr
ASSOCIATION NORMANDE DE VEHICULES D'EPOQUE,14123 Fleury-sur-Orne,,02 31 72 57 81,bernardsamson61@hotmail.com,http://www.anve.fr
LA COX HEUREUSE,"15402
herbautannelaure",,,herbautannelaure@gmail.com,
A LA RECHERCHE DES AUTOS PERDUES,77600 Guermantes,,01 60 07 73 82,autosperdues@hotmail.fr,http://www.alarecherchedesautosperdues.fr
AMICALE 5HP CITROËN,45640 Sandillon,,06 78 13 22 68,amicale5hp@free.fr,http://amicale5hp.free.fr
CITROEN DYANE CLUB DE FRANCE,43320 Chaspuzac,,06 75 37 37 84,marc.dupeyron@orange.fr,
GAGNY AUTO RETRO,93220 Gagny,,06 88 40 76 60,ericbourgueil@hotmail.fr,http://www.gagnyautoretro.club
LES PETAR'ARDENTES DOMONTOISES,95330 Domont,,01 39 91 40 17,lespetarardentes@yahoo.fr,http://lespetarardentesdomontoises-moto-blog-com.over-blog.com
LES VIEILLES SOUPAPES D'ARTOIS,62144 Carency,,03 21 48 73 19,webmaster@vieillessoupapesartois.fr,http://www.vieillessoupapesartois.fr
LES CAMBOUILLES TOURANGEAUX,37510 Ballan-Miré,,06 71 72 10 01,famille.carita@orange.fr,
ECURIE 28,28200 Chateaudun,,02 37 45 23 96,association@ecurie28.fr,http://www.ecurie28.fr
ALPINE GORDINI CLUB DE LA VIENNE,86340 Roches-Prémarie-Andillé,,06 25 32 39 50,info@agc86.org,https://agc86.org
XM CLUB DE FRANCE,77000 Melun,,,xmclubdefrance@icloud.com,http://xmclub.free.fr
AUTO RETRO 57,57690 Crehange,,03 87 93 04 78,alainbeatrice.wernet@yahoo.fr,http://www.autoretro57.fr
CLUB DES ANCIENNES AUTOMOBILES VAROISES,83200 Toulon,,07 67 48 14 49,secretariat@lecaav.com,http://www.lecaav.com
CLUB RETROMOBILE DU VAL DE CHER,41120 Cormeray,,02 54 44 29 15,d.vdlinde@sfr.fr,
AMATEURS CLUB CG,08250 Termes,,03 24 30 34 67,amateurclubcg@orange.fr,
SISTERON RETRO PASSION,04200 Sisteron,,06 07 54 05 39,sisteronretropassion@hotmail.fr,
AMATEURS ET COLLECTIONNEURS D'AUTOMOBILES DE TOURAINE,37550 Saint-Avertin,,02 47 28 08 23,contact@acat-autos-37.fr,http://www.acat-autos-37.fr
TOUQUET AUTOMOBILES DE COLLECTION,62520 Le,,,patrickgonet2@gmail.com,http://tac62.fr
ALPINE CLUB MEDITERRANNEE,13124 Peypin,,04 42 82 81 70,alpine.club.med@free.fr,
CLUB VEDETTE FRANCE - Section Aquitaine,33650 Saint-Selve,,06 07 98 03 72,constantbernard@neuf.fr,http://www.clubvedettefrance.com
CLUB DES ANCIENNES CHAROLAIS ARROUX MORVAN,71320 Toulon-sur-Arroux,,06 08 68 32 57,daniel.gouvier@wanadoo.fr,
CLUB PEUGEOT 403-203 - Section Franc-Comtoises,70230 Filain,,06 20 62 81 39,club403@laposte.net,http://www.peugeot403-203.net
LES VIEUX PISTONS MONTOIS,40000 Mont-de-Marsan,,06 82 79 45 77,contact@vieux-pistons-montois.com,http://www.vieux-pistons-montois.com
CLUB DE VEHICULES ANCIENS D'ALSACE-MULHOUSE,68053 Mulhouse,,06 07 60 23 50,secretaire-cvaam@orange.fr,http://www.cvaam.com
LE WAGON BLEU,34380 Viols-le-Fort,,06 32 64 29 84,gauthier.gotwagon@wanadoo.fr,http://www.wagon-bleu.org
MECANOSTALGIE,57970 Illange,,03 82 82 93 13,haselmeier.franck@neuf.fr,
RAVERA/6A,62000 Arras,,07 68 48 01 36,ravera.6a@gmail.com,http://www.ravera-6a.fr
CLUB 71 DES VOITURES ANCIENNES,71100 Chalon-sur-Saône,,06 08 87 83 43,richard.eric2@wanadoo.fr,
LES VIEILLES CHAINES VILLEFRANCHOISES,12200 Villefranche-de-Rouergue,,05 65 45 36 25,jma12@live.fr,http://vieilleschainesvillefranchoises.e-monsite.com
PASSION AUTOMOBILES,06340 La,,04 93 54 70 64,asso.pierre@gmail.com,http://autopassion06.org
COMBRAILLES AUTORETRO,63770 Les,,04 73 86 80 31,jacky.sauret@laposte.net,http://combraillesauto-retro.e-monsite.com
BARJOTEAMPAMBOUM,06140 Vence,,06 15 46 84 38,barjoteam@laposte.net,
ASSOCIATION DES AMIS DU MUSEE DE LA MOTO,68490 Bantzenheim,,03 89 42 96 43,virgilestulmuller@gmail.com,
SCOOTERS LAMBRETTA CLUB DE FRANCE,06150 Cannes,,04 93 48 95 18,lambrettaclubfrance@lambretta-france.com,http://www.lambretta-france.com
AUTOMOBILE CLUB CANNES COTE D'AZUR,06400 Cannes,,06 11 01 01 54,automobileclub-cannes@hotmail.fr,http://www.automobileclubcannes.fr
AX CLUB DU SUD,13220 Châteauneuf-les-Martigues,,04 88 43 42 58,fafa.ax@hotmail.fr,http://axclubdusud.leforum.tv
SAINT-GOBAIN VEHICULES ANCIENS,02410 Saint-Gobain,,,saintgobainvehiculesanciens@gmail.com,
TACOT CLUB GAVOT,05000 Gap,,04 92 51 47 99,jm.belier@laposte.net,
OPALE CLASSIC CARS,62280 Saint-Martin-Boulogne,,09 53 27 87 41,Opale.classic.cars@gmail.com,
CLUB AUTOMANIA 57,57320 Bouzonville,,06 75 02 65 17,clubautomania57@gmail.com,http://automania57.com
PHOCEA PRODUCTIONS,13170 Les,,,phoceaproduction@aol.com,http://www.phocea-productions.fr
ECURIE MAUVE HISTORIQUE,87590 Saint-Just-le-Martel,,06 88 84 72 78,giguillon@laposte.net,http://www.ecuriemauvehistorique.fr
AMICALE DES AUTOMOBILES POPULAIRES 50/70,91170 Viry-Châtillon,,06 89 34 57 79,aap5070@sfr.fr,http://www.amicaleautospopulaires5070.com
LES FOUS DE L'AUTO,33600 Pessac,,05 56 36 71 80,michel.schumacher@yahoo.fr,http://www.lesfousdelauto.org
PASSION RETRO AUTOS MOTOS,33590 Saint-Vivien-de-Medoc,,06 74 22 42 50,gisele.brun33@orange.fr,https://www.facebook.com/profile.php?id=100009107587554
MECA PASSION 21,21370 Velars-sur-Ouche,,07 86 26 02 21,mecapassion21.contact@gmail.com,
LES AMIS DU TYPE H - Section Franche-Comté,25480 Ecole-Valentin,,06 86 90 38 95,roland.jacquinot@wanadoo.fr,http://lesamisdutypeh.com
AMICALE CITROEN 10HP,25480 École-Valentin,,03 81 88 86 42,amicale@citroen10hp.com,http://www.citroen10hp.com
ASSOCIATION SPORTIVE DES ALPINE DU NORD,62137 Coulogne,,06 68 78 03 10,alpine_asan@yahoo.fr,http://www.clubalpine.net
L'AUTOMOBILE DE GRAND-PAPA,76560 Doudeville,,02 35 95 02 22,daniele.olivier2@orange.fr,
ASSOCIATION DES JEUNES PILOTES ARNAYTOIS ET JPA RETRO,21230 Arnay-le-Duc,,03 80 64 37 09,jean-pierreaubert30@orange.fr,http://www.ass-jparetro.com
SIMCA RACING TEAM,21068 Dijon,,06 98 70 12 94,srt.dijon@gmail.com,https://www.facebook.com/pages/Simca-Racing-Team/107865945997972
LES CALANDRES PETILLANTES,51510 Fagnières,,06 24 94 78 74,calandres51@gmail.com,
LES VIEILLES BIELLES,63370 Lempdes,,06 67 03 57 40,lesvieillesbielles@laposte.net,http://lesvieillesbiellesdelempdes.e-monsite.com
LES AMIS DE L'AUTOMOBILE ANCIENNE CHAMPENOISE,51000 Epernay,,06 77 08 87 84,ladaac@laposte.net,http://www.club-ladaac.skyblog.com
CLUB VEHICULES NOSTALGIE 70,70000 Vesoul,,06 75 99 76 11,leduc.seb@laposte.net,http://www.clubvehiculesnostalgie70.com
VEHICULES ANCIENS DE LA VIENNE,86530 Naintré,,06 31 36 12 35,michel.faustin86@outlook.fr,http://vehiculesanciensdelavienne.e-monsite.com
CLUB AUTO MOTO RETRO CHARTRES,28000 Chartres,,06 81 14 74 25,camrc28@gmail.com,http://camrc28.com
RÉTRO AUTOMOBILE CLUB VITRYAT,51300 Chatelraould,,03 26 73 70 40,daniel.berthellemy@wanadoo.fr,
INTERNATIONAL TURBO 5,13680 Lançon-Provence,,04 90 53 00 98,j.berthier@laposte.net,http://www.clubit5.org
CLUB MATRA FOREVER,83640 Saint-Zacharie,,06 87 89 85 57,clubmatraforever@orange.fr,https://www.matraforever.com
AMICALE CG,70290 Champagney,,03 63 41 04 10,bernard.piguet@free.fr,http://www.amicalecg.fr
AMICALE DES VOITURES ANCIENNES DE HAMBACH ET ENVIRONS,57910 Hambach,,03 87 98 05 81,ava.hambach@wanadoo.fr,http://www.avahe.com
ANCIENNES AUTOMOBILES NORD FRANCHE COMTE,70200 Clairegoutte,,03 84 63 03 38,2anfc@orange.fr,http://www.2anfc.com
AMICALE RETRO LOCOMOTION DU PAYS CHATELLERAUDAIS,86270 Coussay,,05 49 90 03 27,fr.pinon@wanadoo.fr,
DKW AUTOUNION FANATIK CLUB,90380 Roppe,,03 87 85 75 67,f.dupont8@wanadoo.fr,http://club.dkwautounionfan.free.fr
AMICALE DE MOTOS ET SCOOTERS ANCIENS,17137 L,,05 46 50 90 46,amsa17aunis@gmail.com,http://sites.google.com/site/amsa17aunis/
SPORT & COLLECTION,86000 Poitiers,,05 49 39 34 25,contact@sportetcollection.org,https://sportetcollection.org
METAL MONSTER CLUB,34450 Vias,,04 67 21 75 41,metalmclub@aol.com,http://www.metalmonsterclub.com
GONFARON AUTO PASSION,83590 Gonfaron,,06 08 92 75 38,jeanlucbrochard9@msn.com,http://www.gonfaronautopassion.com
TRIEL AUTO RETRO,78510 Triel-sur-Seine,,01 39 74 85 74,trielautoretro@gmail.com,http://trielautoretro.com
ECURIE LA GRANGE AUX DAMIERS,62550 Bours,,06 75 02 83 99,lagrangeauxdamiers@orange.fr,https://lagrangeauxdamiers.over-blog.com
JOURNEE DU PATRIMOINE AUTOMOBILE D'ESCATALENS,82700 Escatalens,,05 63 68 77 50,jpae.layer@orange.fr,http://www.jpae.fr
MOTO CLUB DE PECQUENCOURT,59146 Pecquencourt,,03 27 86 14 51,contact@mc-pecquencourt.com,http://www.mc-pecquencourt.com
RETRO'MOBILES CLUB CASTELLET,83330 Le,,06 74 53 57 64,retro-mobiles@orange.fr,
ROUE LIBRE,41100 Vendôme,,02 54 77 66 50,rouelibre41@hotmail.fr,http://roue-libre.over-blog.com
MUSTANGPASSION FRANCE,77680 Roissy-en-Brie,,06 63 74 93 32,jp.ghiringhelli@orange.fr,http://www.mustangpassion.fr
CABR'AUTO PASSION,13480 Cabriès,,04 42 22 38 95,jean-marc.giner@wanadoo.fr,http://www.cabrautopassion.com
VENTABREN RETRO PASSION,13122 Ventabren,,06 82 97 95 17,ventabrenretropassion@gmail.com,http://ventabrenretro.free.fr
DS EN PROVENCE,83390 Cuers,,,dsp@dsenprovence.fr,http://www.dsenprovence.fr
LES VIEUX VOLANTS BERNAYENS,27300 Saint-Aubin-le-Vertueux,,02 32 46 29 46,clubvvb@orange.fr,http://www.vieux-volants-bernayens.info
CLUB AGE D'OR VEHICULES ANCIENS,64150 Mourenx,,06 83 07 91 14,caova64@clubagedorvehiculesancien.com,https://caova64.fr
CAVALAIRE AUTO RETRO,83240 Cavalaire-sur-Mer,,06 31 62 37 98,cavalaireautoretro@gmail.com,
AUTOMOBILES SPORTIVES DE TOURAINE,37550 Saint-Avertin,,02 47 25 19 96,ast.club@laposte.net,https://www.facebook.com/AutomobilessportivesTouraine
ESTEREL AUTO LEGENDE,83700 Saint-Raphaël,,06 78 20 59 45,midellys@gmail.com,https://club-esterel-auto-legende.webnode.fr
LES VIEILLES AUTOMOBILES DU PERIGORD,24100 Bergerac,,06 83 75 86 05,vieillesautos24@gmail.com,
OLD CARS CLUB JURASSIEN,39101 Dole,,03 84 72 69 80,jeanpierre.aulon@orange.fr,http://www.occj.fr
RETRO MOTO COTE DE NACRE,14530 Luc-sur-mer,,07 65 23 91 00,dlebel@live.fr,http://www.retro-moto-cote-de-nacre-luc-sur-mer.fr
VOLANTS ET VALLEE,27640 Breuilpont,,06 61 39 46 06,volants.vallee@orange.fr,http://www.lva-auto.fr/minisite/volants-et-vallee
ROUTE 62 OPALE COAST AMERICAN CARS,62170 Lepine,,06 72 38 21 05,route62lepine@gmail.com,
LES ANCIENNES BEYNOISES,78650 Beynes,,01 34 87 56 75,anciennesbeynoises@free.fr,http://anciennesbeynoises.free.fr
FARIGOULETTE HISTORIQUE TEAM,04140 Auzet,,09 65 23 11 98,piukinen@orange.fr,
LES SORBIELLES SAINTJEANDAIRES,42740 Saint-Paul-en-Jarez,,06 08 89 75 80,les-sorbielles@laposte.net,http://lessorbielles.over-blog.com
LES TORPEDOS DE L'ALAGNON,15110 Fridefont,,06 68 56 17 58,michelrobert63@gmail.com,
ASSOCIATION NORMANDE D'ANCIENS UTILITAIRES,14680 Fresney-le-Puceux,,02 33 96 04 96,michelpringault@orange.fr,
ASSOCIATION DES COLLECTIONNEURS DE VEHICULES MILITAIRES DU VALOIS,77840 Crouy-sur-Ourcq,,06 11 12 03 06,contactacvmv@gmail.com,
CLUB DES AMATEURS DE VOITURES DE SPORT,14790 Verson,,02 31 71 00 88,contact.cavs@gmail.com,https://www.facebook.com/cavs.normandie/
AMICALE AX CLUB FRANCE,78320 La,,01 34 61 74 99,amicaleaxclubfrance@gmail.com,http://www.amicaleaxclubdefrance.fr
LA JANTE A ETOILE,86390 Lathus-Saint-Rémy,,05 49 91 93 84,drouhaud@wanadoo.fr,http://www.lajanteaetoile.com
PASSION XM,65100 Lourdes,,,passionxm@free.fr,http://www.passionxm.com
RENAULT ALLIANCE CLUB PASSION,44120 Vertou,,09 74 53 35 88,contact@renaultalliance.net,http://www.renault-alliance-club-passion.com
ESSIEU BORDELAIS,33160 St,,05 56 67 00 96,contact@essieubordelais.fr,http://www.essieubordelais.fr
BRETELLES DENTELLES ET VIEILLES SOUPAPES,01500 Saint-Denis-en-Bugey,,04 74 46 44 06,jean-claude.dede@wanadoo.fr,http://bdvs.leforum.eu
RENAULT 9 ET 11 CLUB DE FRANCE,28700 Oysonville,,06 11 53 90 82,r9r11clubdefrance@gmail.com,http://www.renault-9-11.fr
LES AMIS DE DELAGE - Délégation Sud-Est,69450 Saint-Cyr-au-Mont-d,,06 09 01 80 36,md.postel@gmail.com,http://www.delage.org
ARC ANCIENNES,06140 Tourrettes-sur-Loup,,06 09 01 80 36,md.postel@gmail.com,
CLUB ALFA FRANCE SUD PASSION,46800 Barguelonne-en-Quercy,,06 79 81 01 53,clubafsp@yahoo.com,http://www.alfafrancesudpassion.com/forum.htm
AMICALE RETRO PASSION AUTO AMIENS,80090 Amiens,,03 22 47 04 36,retropassionauto@free.fr,http://www.retropassionauto.net
AMICALE TRACTION DU MARAIS POITEVIN,79410 Échiré,,06 87 32 80 75,francismf.brochard@wanadoo.fr,https://www.atmp79.fr
ASSOCIATION DES VÉHICULES ANCIENS SAINT MARCELLOIS,26320 Saint-Marcel-lès-Valence,,04 75 58 83 43,maxence-arod@hotmail.fr,
AUTODREAM CLUB DE MONTLHERY,91310 Montlhéry,,,infos@autodream-montlhery.fr,http://autodream.over-blog.com
07 AUTO RETRO CLUB,07600 Vals-les-Bains,,,07autoretroclub@gmail.com,
205 GTI CLUB DE FRANCE - Section Nord Pas-de-Calais,59118 Wambrechies,,06 08 13 52 81,rd-nord@club205gti.fr,http://www.club205gti.fr
CLUB RENAULT 21 FRANCE,37540 Saint-Cyr-sur-Loire,,06 11 24 57 13,laurent0568@gmail.com,http://www.renault21.fr
RETRO CLUB AUTOMOBILE DE CHAMPAGNE,10007 Troyes,,,retroclubautomobiledechampagne@live.fr,https://www.facebook.com/RCAC10
LES BIELLES MEUSIENNES,55105 Verdun,,03 29 83 72 97,biellesmeusiennes@gmail.com,http://www.biellesmeusiennes.com
ALFA ROMEO NORMANDIE PASSION,50120 Equeurdreville,,06 67 48 69 80,miky164@msn.com,http://www.alfaromeonormandiepassion.com/forum.htm
AUTOMOBILE CLUB DE MENTON,06500 Menton,,06 07 93 06 22,acmenton@gmail.com,http://www.autoclubmenton.com
RALEURS RACING TEAM,17240 Saint-Genis-de-Saintonge,,06 73 50 64 29,patrice.gacon17@orange.fr,
CLUB RETRO FORTERRE,89560 Taingy,,03 86 41 98 75,clubretroforterre89@orange.fr,https://www.facebook.com/ClubRetroForterre
