nom,adresse,telephone,email,representant,site,source
CLUB AUTO NOSTALGIE 26,26210 Lapeyrouse-Mornay,06 07 62 55 36,contact@club-autonostalgie26.fr,,http://www.club-autonostalgie26.fr,retrocalage
LES ROUES'YOTINES,71150 Rully,06 25 81 80 96,lesrouesyotines71@gmail.com,,,retrocalage
RETROMOBILE PAYS REDING SARREBOURG,57400 Sarrebourg,06 75 62 30 03,moniquecyriaque.hiebel@gmail.com,,,retrocalage
SPEED VALLEY MOTOR CLUB,,04 75 79 63 53,jc.keller@skynet.be,,http://www.speedvalley.be,retrocalage
LES VIEUX VOLANTS GRAVELINOIS,59820 Gravelines,06 10 11 51 50,gravelines.expoautos@gmail.com,,,retrocalage
VHC 55,55100 Verdun,,vhc.55@yahoo.com,,https://vhc55.jimdo.com,retrocalage
CLUB VIEILLES CARROSSERIES SAINGHINOISE,59262 Sainghin-en-Mélantois,,vieilles.carrosseries59@gmail.com,,http://club-vcs-automoto.monsite-orange.fr,retrocalage
CLUB RN20,45240 La,06 20 99 87 19,association.clubrn20@gmail.com,,https://www.facebook.com/associationclubrn20,retrocalage
ECURIE DES COTEAUX,51220 Courcy,06 11 27 07 57,leofoldviviani@hotmail.fr,,https://www.facebook.com/ecuriedescoteaux/,retrocalage
LES TACOTS DU DRAGON,84430 Mondragon,04 32 80 23 12,phiphi_le@msn.com,,,retrocalage
LE GENTIANE DELCO RIOMOIS,15400 Riom-ès-Montagnes,04 71 68 28 20,legentianedelcoriomois@gmail.com,,,retrocalage
ROYA BÉVÉRA CLASSIC CAR,06540 Fontan,,f.pascucci@free.fr,,,retrocalage
ANCÊTRES MÉCANIQUE,77515 La,06 75 77 70 87,ancetres.mecanique@free.fr,,http://ancetres-mecanique.asso-web.com,retrocalage
ESPRIT MINI TEAM,77300 Fontainebleau,06 81 84 91 91,espritminiteam77@gmail.com,,,retrocalage
CLUB ANCIENNES SPORTIVES HISTORIQUES,19000 Tulle,06 71 74 43 67,jmd19000@gmail.com,,,retrocalage
NOS BELLES ANCIENNES,76430 Saint-Romain-de-Colbosc,06 61 40 96 07,pwatripont@gmail.com,,https://www.facebook.com/people/Nos-Belles-Anciennes/100066575921706/,retrocalage
M.V.C.G. - Section Sud-Ouest,17200 Royan,05 46 22 11 78,johancrouail@gmail.com,,http://www.mvcg-lr.fr,retrocalage
AMICALE SALMSON,92100 Boulogne-Billancourt,,secretariatamicalesalmson@gmail.com,,http://www.amicale-salmson.org,retrocalage
BOUTIERES AUTO PASSION,07270 Le,07 86 56 92 36,boutieres.auto.passion@gmail.com,,http://boutieres-auto-passion.wifeo.com,retrocalage
LES VIEUX PISTONS CHEVROTINS,42140 Chevrières,0477940268,lesvieuxpistons42@lavache.com,,,retrocalage
AMICALE MOTO SUD CLASSIQUE,30540 Milhaud,06 10 71 70 68,tornado@cegetel.net,,http://motosudclassique.fr,retrocalage
FUN CAR 68,68110 Illzach,06 64 87 24 47,audrey.funcarclub68@gmail.com,,https://www.facebook.com/groups/828225597289756/,retrocalage
MOTOS CAUX'LLECTION,76540 Thérouldeville,06 20 89 47 30,motoscauxllection@orange.fr,,,retrocalage
M.V.C.G. - Section Languedoc-Roussilon,66200 Théza,06 06 56 52 64,manon.tourreilles@gmail.com,,http://www.mvcg-lr.fr,retrocalage
VEXIN CLASSIC,95450 Commeny,01 72 58 30 89,alain.fournigault@gmail.com,,http://www.vexin-classic.fr,retrocalage
AUSTIN MINI REIMS,51100 Reims,06 82 95 78 75,austinminireims@gmail.com,,,retrocalage
AUTO FOLLIE'S 41,41100 Marcilly-en-Beauce,06 03 65 80 76,auto-follies41@orange.fr,,,retrocalage
REN'CAR 78,78320 La,06 34 61 31 30,rencar78.asso@gmail.com,,,retrocalage
PACA YOUNG,13220 Châteauneuf-les-Martigues,06 99 76 91 50,fafa.ax@hotmail.fr,,https://www.facebook.com/groups/1061160287260669/,retrocalage
VIEILLES SOUPAPES DU VOIRONNAIS,38500 Coublevie,,vsv38500@gmail.com,,https://www.facebook.com/VieillesSoupapesVoironnais,retrocalage
AUTO'CLASSIC 88,88000 Epinal,06 84 90 05 82,alexandre.mangin89@gmail.com,,https://www.facebook.com/Classicauto88,retrocalage
AUTOMOBILE CLUB SPORT ET PRESTIGE,37402 Amboise,,contact@automobile-club-sport-et-prestige.com,,http://www.automobile-club-sport-et-prestige.com,retrocalage
ASSOCIATION DES PETROLETTES ANCIENNES DU PAYS D'AUGE,14290 Cernay,02 31 32 72 67,jean-jacques.wassner@wanadoo.fr,,,retrocalage
LES RALLYES DE LA MARTERIE,24260 Saint-Félix-de-Reillac-et-Mortemart,06 25 74 01 69,rallyesdelamarterie@gmail.com,,https://www.rallyesdelamarterie.com,retrocalage
SPIRIT RACER CLUB,21230 Vievy,03 80 84 86 26,guy.ecar@orange.fr,,http://www.spiritracerclub.org,retrocalage
RETRAUMOBILE CLUB DE HAUTE-SAVOIE,74803 La,07 81 85 01 93,webmaster@retraumobileclub74.com,,http://www.retraumobileclub74.com,retrocalage
CLUB MOTOS FOLLIS,69210 Saint-Pierre-la-Palud,06 08 34 78 67,clubmotosfollis@gmail.com,,,retrocalage
VIEUX VOLANTS VIROIS,14500 Vire,,vieuxvolantsvirois@yahoo.com,,http://vieux-volants-virois.wifeo.com,retrocalage
ASSOCIATION AUTOMOBILE DE MARDORE,69240 Thizy-les-Bourgs,06 02 33 46 49,aam.mardore@yahoo.com,,,retrocalage
BEZAUDUN AUTO PASSION,26460 Bézaudun-sur-Bîne,06 61 53 53 44,bezaudunautopassion@gmail.com,,,retrocalage
ASSOCIATION DE VÉHICULES AUTOMOBILES ALSACIEN,68190 Ensisheim,06 74 58 24 37,info.av2a@gmail.com,,,retrocalage
AG SPORT,39100 Dole,03 84 72 59 61,agsport@laposte.net,,https://www.facebook.com/AG-Sport-661253657326565/,retrocalage
SCOOT AUTO RETRO,01800 Mollon,06 08 56 34 09,dorkelp@gmail.com,,,retrocalage
LES VIEILLES PERIGOURDINES,24590 Salignac-Eyvigues,06 07 24 83 22,j.prouillac@wanadoo.fr,,http://lesvieillesperigourdines.fr,retrocalage
YOUNGTIMERS76,76160 Saint-Jacques-sur-Darnétal,06 99 10 76 83,steph-gti@hotmail.fr,,,retrocalage
LES CALANDRES D'ANTAN DE GRADIGNAN,33170 Gradignan,06 86 67 90 34,lescalandres@gmail.com,,https://www.facebook.com/groups/388379888781413,retrocalage
CRAZY ROAD CARS CLUB,18130 Dun-sur-Auron,06 69 46 71 35,crazyroadcarsclub@gmail.com,,https://www.facebook.com/CRAZY-ROAD-CARS-CLUB-1455733151340831,retrocalage
TEUF TEUF CLUB DE SCORBÉ-CLAIRVAUX,86100 Antran,06 56 89 39 60,teuf-teuf86@outlook.fr,,,retrocalage
ALPINE GORDINI CLUB CHAMPAGNE,51240 Marson,,denis.michel10@orange.fr,,https://agcc51.com,retrocalage
RÉTRO POUSS-AUTO,34560 Poussan,06 26 11 07 18,leclub@retro-pouss-auto.fr,,http://www.retro-pouss-auto.fr,retrocalage
AMICALE DES AMATEURS DE VÉHICULES ANCIENS DE PERNOIS,80670 Pernois,03 22 51 05 31,francis.troivaux@wanadoo.fr,,,retrocalage
AMICALE DES MÉCANIQUES SIGOGNAISES,16200 Sigogne,06 58 73 16 01,ams16200@orange.fr,,,retrocalage
LES PÉTOCHONS DU BOURBONNAIS,03400 Yzeure,04 70 20 88 30,david.cunier@laposte.net,,http://lespetochons.com,retrocalage
VÔGE AUTOS LÉGENDE AJOLAISES,88340 Le,06 60 46 57 67,valajolaises@sfr.fr,,http://valajolaises.fr,retrocalage
LES AIEULES DE LA ROUTE,69780 Saint-Pierre-de-Chandieu,06 15 16 06 46,jeanmichel.vidal@numericable.fr,,,retrocalage
AUTOMOTO CLASSIC DE L'OUEST,79000 Niort,06 01 05 11 58,contact@amco.club,,https://www.amco.club,retrocalage
LES DÉJANTÉS DE LA FENSCH,57290 Serémange-Erzange,06 15 93 18 62,contact@lesdejantesdelafensch.fr,,http://www.lesdejantesdelafensch.fr,retrocalage
2 CV CLUB CHARLIENDIN,42190 Charlieu,06 27 89 77 47,contact2cvclub.charlieu@gmail.com,,https://2cvcharlieu.fr,retrocalage
LIBERTY RIDER MCP 17,17380 Saint-Crépin,06 68 68 13 40,regis.vicard@gmail.com,,http://libertyrider17.e-monsite.com,retrocalage
AUTO-MOTO YOUNGTIMERS CLUB,37360 Semblançay,06 83 19 21 11,amyclub@free.fr,,http://www.amy-club.com,retrocalage
PASSION AMERICAN CARS EN BASSE-NORMANDIE,50470 la,06 31 74 52 91,passion-uscars@outlook.fr,,http://www.facebook.com/groups/949236508461391,retrocalage
ANCETROMOBILE,84440 Robion,06 68 49 93 63,sabine.lichiere@orange.fr,,,retrocalage
LES VIEUX MACHINS,64250 Itxassou,06 13 89 53 78,etchecoco@gmail.com,,,retrocalage
OTHOIRY CLUB,78770 Thoiry,,info@othoiryclub.fr,,http://othoiryclub.fr,retrocalage
LES BELLES D'ÉVIN,62141 Évin-Malmaison,06 60 90 39 83,lesbellesdevin@gmail.com,,https://www.facebook.com/Les-belles-devin-1074001935957798/,retrocalage
CLUB 306,47400 Gontaud-de-Nogaret,07 61 11 60 14,communication@club306.fr,,http://club306.fr,retrocalage
AMATEURS DE VOITURES D'EPOQUE DE LA CÔTE D'AZUR,06130 Plascassier,06 75 09 05 42,henrion.dan@orange.fr,,http://www.aveca1.fr,retrocalage
LES VIEILLES VOITURES DE LA VALLÉE DE L'ISLE,24700 Montpon-Ménésterol,06 85 01 04 36,les3vi@gmail.com,,http://www.les3vi.com,retrocalage
VOLANT SPORT CÉVENOL,34920 Le,06 19 55 17 02,volantsportcevenol@outlook.fr,,,retrocalage
VW ONE CLUB,57510 Holving,06 73 04 63 94,vwoneclub@hotmail.fr,,,retrocalage
MINI CLUB ROMAND,,,info@mini-club-romand.ch,,http://www.mini-club-romand.ch,retrocalage
NATIONALE 7 HISTORIQUE PROVENCE,83170 Tourves,,nationale7historiqueprovence@gmail.com,,,retrocalage
EVENEMENTS SPORT AUTO DU SUD,34750 Villeneuve-lès-Maguelone,,eventsportautodusud@gmail.com,,https://www.facebook.com/groups/557812737668191,retrocalage
FOMOCO'S LOVERS,21000 Dijon,06 73 18 30 39,fomocoslovers@gmail.com,,,retrocalage
VÉHICULES TERRESTRES A MOTEURS 24,24400 Saint-Médard-de-Mussidan,06 62 07 46 47,centreautospneus24@orange.fr,,,retrocalage
205 GTI CLUB DE FRANCE - Section Centre Val de Loire,36330 Le,06 72 42 85 60,centre@club205gti.fr,,http://www.club205gti.fr,retrocalage
CLAYE VÉHICULE RÉTRO,77410 Claye-Souilly,06 35 35 14 42,jjazerty1949@hotmail.fr,,http://cvrclaye77.jimdo.com,retrocalage
CLUB AUTOMOBILE AIXOIS,13480 Calas,06 49 09 25 75,c2a.aix@gmail.com,,https://www.club-automobile-aixois.com,retrocalage
VÉHICULES & LOISIRS DU CAMP DU DRAP D'OR,62610 Balinghem,06 86 97 80 28,vlcdo.ber-nic@orange.fr,,,retrocalage
LA DEUCHÉ VITA - 2 CV CLUB DU VAL D'OISE,95710 Bray-et-Lû,01 34 67 78 08,ladeuche.vita@laposte.net,,https://ladeuchevita.wixsite.com/ladeuchevita,retrocalage
AMICALE ALPINE RENAULT GORDINI DES DEUX-SEVRES,79200 Châtillon-sur-Thouet,05 49 95 01 88,jc-m.bernard@club-internet.fr,,,retrocalage
CLUB RENAULT 4LORRAINE,54800 Doncourt-lès-Conflans,06 48 25 57 51,r4l.lorraine@gmail.com,,,retrocalage
SEPTFONDS AUTO MOTO RÉTRO CLASSIC,82240 Septfonds,06 21 16 66 75,samrc@sfr.fr,,https://www.facebook.com/groups/412180972664388,retrocalage
ATR VW CLUB,95610 Eragny-sur-Oise,01 34 48 96 36,cmp95@free.fr,,https://www.facebook.com/groups/73478585760/,retrocalage
CLASSIC MOTO CELLOIS,79370 Celles-sur-Belle,,classic.moto.cellois@orange.fr,,http://www.musee-motos-cellessurbelle.fr/classic-moto-cellois/,retrocalage
CALMONT SPORT ET MECANIQUE,31560 Calmont,06 09 33 26 48,info@csm31.fr,,http://www.csm31.fr,retrocalage
RÉTRO AUTO MOTO SAINT-SAUVES,63950 Saint-Sauves,04 73 81 18 49,guy.clamadieu@wanadoo.fr,,,retrocalage
C.A.R. BORDEAUX,33370 Artigues,06 81 07 39 57,phillippejonquet@orange.fr,,http://clubrenaultbordeaux.free.fr,retrocalage
LÉ SNYULE DE LA VALLÉE VERTE,74420 Saint-André,04 50 39 59 41,gilbert.menoud@wanadoo.fr,,http://snyuleautoretro.pagesperso-orange.fr,retrocalage
LES CHEVRONS D'ALSACE LORRAINE,67540 Ostwald,06 82 40 22 31,president@cal-asso.org,,https://www.facebook.com/ChevronsAlsaceLorraine,retrocalage
AUTO RACING RHÔNE ALPES,69690 Saint-Julien-sur-Bibost,06 65 50 19 87,autoracingrhonealpes@gmail.com,,http://autoracing-rhonesalpes.esy.es,retrocalage
VESPA CLUB DE SAVOIE,74960 Annecy,06 76 34 51 13,vespaclubsavoie@gmail.com,,http://www.vespa-des-savoie.com,retrocalage
MELGUEIL AUTO RETRO,34130 Mauguio,06 19 77 11 57,melgueilautoretro@gmail.com,,https://www.facebook.com/Melgueil-Auto-Retro-161007967599759,retrocalage
HAINAUT AUTO COLLECTION,59991 Saultain,03 27 49 10 84,bernard.an@orange.fr,,http://hainaut-auto-collection.e-monsite.com,retrocalage
ASPHALTE CLASSIC,62290 Noeux-les-Mines,07 67 76 56 83,asphalteclassic@gmail.com,,https://www.facebook.com/Asphalte-Classic-864600653637095/,retrocalage
TEAM SAINT MONTANAIS,07220 Saint-Montan,0685660838,paillot-patrick@hotmail.fr,,http://www.teamsaintmontanais.fr,retrocalage
VW SCHOOL BELGIUM,,,Vw.School.Belgium@gmail.com,,,retrocalage
NOSTALGIE AUTO PASSION,65220 Trie-sur-Baïse,06 03 44 15 95,nostalgieautopassion65@hotmail.com,,,retrocalage
LES RÉTROS DU PLATEAU,27110 Le,06 11 33 44 83,lesretrosduplateau@gmail.com,,http://lesretrosduplateau.fr,retrocalage
CODE PLEIN-PHARE,71570 La,06 08 07 22 73,regis.laurent78@sfr.fr,,https://www.facebook.com/CodePleinPhare,retrocalage
PROPULSIONS ET TRACTIONS D'ANTAN,33166 Saint-Médard-en-Jalles,05 57 20 30 95,joel.grenier@ariane.group,,,retrocalage
NOSTALGIC AUTO MOTO CLUB LUNÉVILLOIS,57830 Richeval,03 87 25 81 51,nostalgic.auto.moto.club@gmail.com,,,retrocalage
AMERICAN CRAZY CARS,40300 Port-de-Lanne,06 80 55 93 04,etxetxiki@orange.fr,,https://www.facebook.com/American-crazy-cars-315130341877672,retrocalage
ARS COURSE DE CÔTE LEGEND RECUR,36400 Montgivray,,acclr36400@gmail.com,,https://arscoursedecotelegendrecur.files.wordpress.com,retrocalage
VAR WAGEN,83250 La,06 24 60 66 02,contact@varwagen.com,,http://www.varwagen.com,retrocalage
FOURAS AUTO RÉTRO EVENTS,17450 Fouras,06 88 73 96 91,fourasautoretroevents@sfr.fr,,,retrocalage
LES BARJOS DE LA DEUCHE,59145 Berlaimont,06 22 29 73 74,lesbarjosdeladeuche59600@gmail.com,,,retrocalage
AUTOMOBILES CLASSIQUES ARÉDIENNES,87500 Saint-Yrieix-la-Perche,06 74 43 86 55,mariefrance.dureisseixpascal@sfr.fr,,,retrocalage
LES BOLIDES COMTOIS,25700 Valentigney,03 81 35 44 08,rizzo.georges@wanadoo.fr,,,retrocalage
ANCIENNES DE LA VALLÉE DE LA COURSE & ENVIRONS,62650 Enquin-sur-Baillons,06 03 11 37 47,dmorel59@orange.fr,,https://www.facebook.com/groups/1553055588354908/,retrocalage
LES VIEUX VOLANTS MORNASSIENS,84550 Mornas,04 90 37 05 07,lesvieuxvolantsmornassiens@gmail.com,,http://vieuxvolantsmornassiens.over-blog.com,retrocalage
FA SI LA SOLEX,62180 Verton,,fasilasolex@gmail.com,,http://fasila.wix.com/fasilasolex,retrocalage
VAL D'ARROUX RALLYE,71130 Gueugnon,03 85 85 16 35,alfifi@wanadoo.fr,,http://ks3372991.kimsufi.com/wordpress_var,retrocalage
AUTOMOBILE ANCIENNES ALPILLES,13430 Eyguières,06 48 74 03 50,masqlain@orange.fr,,http://autosanciennesalpilles.skyrock.com,retrocalage
SAINT-PRIEST AUTOS COLLECTION,87700 Saint-Priest-sous-Aixe,06 83 28 20 39,vivreasaintpriest@gmail.com,,,retrocalage
POM MOB'S CLUB,09600 Laroque-d,,pommobsclub@yahoo.ca,,http://pommobsclub.over-blog.com,retrocalage
DEU DEUCH CLUB SINOIS,59450 Sin-le-Noble,06 42 70 09 68,jp.delattre59450@gmail.com,,,retrocalage
MOTO SCOOTER CLUB DES FALAISES,27200 Vernon,06 14 84 25 60,begaud.gerard@neuf.fr,,https://www.facebook.com/MotosScootersClubDesFalaises,retrocalage
MERCEDEZ-BENZ 190 SL CLUB DE FRANCE,95290 L,,laurent.genin1@sfr.fr,,http://190sl-france.mercedes-benz-clubs.com,retrocalage
CLUB SIMCA FRANCE - Section Centre Val-de-Loire,45130 Le,06 02 34 22 86,centre@clubsimcafrance.fr,,http://clubsimcafrance.fr,retrocalage
L'ESSIEU DE VELOURS,34390 Vieussan,04 67 91 66 01,lognos.jl@orange.fr,,,retrocalage
RÉTRO CABRIOLET 16,16000 Angoulême,05 45 95 57 52,retrocab16@sfr.fr,,http://retrocab16.canalblog.com,retrocalage
CLUB MX-5 PASSION,78280 Guyancourt,06 08 76 73 41,emmanuel@mx5passion.com,,http://www.mx5passion.com,retrocalage
LES 205 DU SUD,30250 Lecques,06 19 99 42 92,les.205.du.sud@gmx.fr,,http://les205dusud.wix.com/les-205-du-sud,retrocalage
LES VOLANTS DE NACRE,14470 Courseulles-sur-Mer,02 31 25 05 55,alain-joelle.lamothe@orange.fr,,,retrocalage
DÉESSEMENT VÔTRE,80132 Bellancourt,06 07 78 77 02,maupin.benoit@neuf.fr,,,retrocalage
AMICALE LUCHON VÉHICULES D'ÉPOQUE,31110 Bagnères-de-Luchon,07 56 83 34 26,alve.luchon@gmail.com,,,retrocalage
CLUB 309,40230 Saint-Geours-de-Maremne,06 74 81 10 43,president@club-309.com,,http://www.club-309.com/forum/,retrocalage
AMATEURS FIGANIÉROIS D'AUTOMOBILES,83830 Figanières,06 87 47 25 61,afa.club.auto@gmail.com,,http://www.afaclubauto.com,retrocalage
4L PASSION 32,32310 Maignaut-Tauzia,06 48 17 61 24,annie.camusso@sfr.fr,,,retrocalage
ASSOCIATION AVIGNONNAISE AUTOMOBILES ANCIENNES,84000 Avignon,06 13 79 86 05,4a.avignon@gmail.com,,http://www.4a-avignon.fr,retrocalage
OXYGÉNE CAR,59270 Saint-Jans-Cappel,06 12 22 12 22,dominiquedeg@orange.fr,,http://www.oxygenecar.com,retrocalage
CLUB AUTO RÉTRO DE LA CONCHE,42210 Saint-Laurent-la-Conche,06 10 71 14 00,marc.vray@gmail.com,,https://clubautoretrodelaconche.jimdoweb.com,retrocalage
LES VIEILLES MÉCANIQUES DE JARRIE,38560 Jarrie,06 83 41 54 76,algapante@hotmail.fr,,,retrocalage
AMICALE DES VÉHICULES ANCIENS DE NANCAY,18330 Nançay,02 48 51 82 10,avan.nancay@orange.fr,,,retrocalage
GENILLÉ AUTO PASSION,37460 Genillé,06 85 05 06 07,bernard.ballu@orange.fr,,,retrocalage
LN/A - VISA CLUB DE FRANCE,45240 Sennely,06 77 22 55 19,lnvisaclubdefrance@orange.fr,,https://www.facebook.com/lnavisacdf,retrocalage
205 GTI CLASSIC CLUB,76100 Rouen,07 52 63 92 05,contact@205gticlassic.fr,,http://www.205gticlassic.fr,retrocalage
DYNA'MYTHE MINI CLUB,62290 Noeux-les-Mines,06 30 06 36 42,dynamytheminiclub@yahoo.fr,,http://www.dynamytheminiclub.fr,retrocalage
CLUB AUTO LOISIR MONTMEYRANAIS,26120 Montmeyran,06 07 71 07 76,calm26@outlook.fr,,http://montmeyranautoloisir.wix.com/c-a-l-m,retrocalage
AMICALE DES VIEILLES ROUES DU PAYS ROCHEFORTAIS,17300 Rochefort,05 46 99 91 34,sansoitmonique@live.fr,,http://av2r.fr,retrocalage
AUTO MOTO CLUB LES PERLÉS,83510 Lorgues,04 94 73 83 16,clubperles@orange.fr,,,retrocalage
L'ESCAPADE AUTOMOTORETRO,36260 Saint-Lizaigne,02 54 04 01 06,automotoretro.lescapade@laposte.net,,https://www.facebook.com/profile.php?id=100063689166789,retrocalage
AUTO/MOTO LA PASSION MOBILE,25400 Exincourt,06 98 29 23 76,automoto.lpm@gmail.com,,http://www.automoto-lapassionmobile.fr,retrocalage
LES VAILLANTES MOTOCYCLETTES NIEULAISES,17810 Nieul-lès-Saintes,05 46 92 91 84,ti-jo17@orange.fr,,https://www.facebook.com/pages/Les-Vaillantes-Motocyclettes-Nieulaises/641996059250905,retrocalage
AMOUREUX DES PEUGEOT 203 403 - Section Bourgogne,21121 Fontaine-lès-Dijon,06 75 59 29 60,secretaire@amoureux203-403.com,,http://amoureux203-403.com,retrocalage
MYTHIK'AUTO,62350 Robecq,07 77 95 73 59,mythikauto@yahoo.fr,,http://mythikauto.wifeo.com,retrocalage
TROPHÉE JACQUES POTHERAT,30150 Sauveterre,04 66 50 25 15,jean-pierre.palun@orange.fr,,,retrocalage
MINI'S ADDICT,77910 Chambry,06 15 93 61 03,staff@minisaddict.fr,,http://minisaddict.fr,retrocalage
AUTOMOBILE ANCIENNE AISNE SAINT-ERME,02820 Saint-Erme-Outre-et-Ram,06 31 85 34 29,les4as02@sfr.fr,,http://les4as02.xoo.it,retrocalage
ANCIENNES DE CAMARGUE GALLICIAN,30600 Gallician,06 12 66 80 24,ninou.1@orange.fr,,,retrocalage
2 CV CLUB DU COTENTIN,50390 Saint-Sauveur-le-Vicomte,06 07 04 71 23,jcrouin@wanadoo.fr,,,retrocalage
RÉTRO AMICALE EDELWEISS,74250 Fillinges,06 16 31 10 48,retro-amicale-edelweiss@orange.fr,,http://www.retro-amicale-edelweiss.skyblog.com,retrocalage
AMICALE DES VIEILLES BIELLES GARDOISES EN PÉRIL,30730 Parignargues,04 66 63 21 22,andreclement0173@orange.fr,,http://avbgp.fr,retrocalage
MOTO CLUB DE LA WOÊVRE,55160 Fresnes-en-Woëvre,,tellaroli.guy@orange.fr,,https://www.facebook.com/motoclub.delawoevre,retrocalage
AMICALE RETROCYCLETTES VILLENEUVOISES,06270 Villeneuve-Loubet,06 72 99 73 91,amicale_retrocyclettes@hotmail.fr,,http://a.r.v.free.fr,retrocalage
AUTO SPORT RODELLE,12340 Rodelle,,autosportrodelle12@gmail.com,,http://club.quomodo.com/asr12,retrocalage
AUTORETROFOLLIES,40400 Tartas,06 26 05 37 30,jpbesson40@gmail.com,,,retrocalage
CLUB GTI OCCITANE,82170 Dieupentale,,clubgtioccitane@gmail.com,,http://www.clubgtioccitane.jimdo.com,retrocalage
IDéale DS® FRANCE RHÔNE-ALPES,38460 Soleymieu,04 74 90 02 34,arnaud65@hotmail.fr,,http://www.ideale-ds-france.com,retrocalage
CLUB VINTAGE,59640 Dunkerque,,club.vintage.dk@gmail.com,,https://www.facebook.com/ClubVintageDunkerque,retrocalage
LES VIEUX VOLANTS ARDECHOIS,07340 Chanas,,lesvieuxvolantsardechois@outlook.fr,,https://lvva.asso-web.com,retrocalage
AUTO-PASSION DU HAUT-JURA,39220 Prémanon,,autopassion.hj@gmail.com,,,retrocalage
2 CV CLUB DE LA SENSÉE,59247 Féchain,,creneau.s62@gmail.com,,http://2cv-club-de-la-sensee.e-monsite.com,retrocalage
CLUB MATHUSEEN DES VIEILLES MÉCANIQUES,87440 Saint-Mathieu,05 55 44 98 23,guy.brandy@sfr.fr,,http://2pamplemousse.canalblog.com,retrocalage
LES CHTIS PISTONS,62550 Pernes,,leschtispistons@orange.fr,,http://leschtispistons.fr.overblog.com,retrocalage
KRONO RACING TEAM,57415 Montbronn,06 85 11 48 16,ferstler.guy@gmail.com,,https://www.facebook.com/groups/kronoracingteam57,retrocalage
LA GUÊPE STEPHANOISE,42000 Saint-Etienne,,boldrec@gmail.com,,https://www.facebook.com/st.etienne.vespa,retrocalage
2 CV O RHIN,68610 Lautenbach,06 06 84 33 66,cedric68.jacquot@gmail.com,,http://www.2cvorhin.fr,retrocalage
AMIS DES VOITURES ANCIENNES PALAVAS LES FLOTS,34250 Palavas-les-Flots,06 63 19 84 00,gerarduchene@gmail.com,,http://amisdesvoituresanciennes.com,retrocalage
CLUB EURO TRABI,92700 Colombes,06 99 72 46 10,webmestre@eurotrabi.com,,http://www.eurotrabi.com,retrocalage
PANHARD ET LEVASSOR FRANCE - Section Bourgogne Franche-Comté,21800 Chevigny-Saint-Sauveur,06 08 78 08 56,michel.lachaux3@orange.fr,,http://www.club-panhard-france.net,retrocalage
MONTPON AUTOS RETRO MOTOS MULTIMARQUES,24700 Montpon-Ménestérol,06 08 85 19 39,maremm.anciennes@gmail.com,,http://www.maremm.com,retrocalage
AUTO MOTO RETRO PERRECYCOISE,71420 Perrecy-les-Forges,03 85 79 33 73,amr.perrecycoise@gmail.com,,https://www.facebook.com/pages/AMR-Perrecycoise/468872063183138,retrocalage
EXPO RETRO PAVILLY,76360 Pissy-Pôville,06 11 17 17 30,exporetropavilly76570@gmail.com,,http://retropavilly.com,retrocalage
2 CV CLUB DE L'UZEGE,30700 Saint,06 32 88 08 80,jcbourdier@gmail.com,,http://jcbourdier.wix.com/2cvclubuzege,retrocalage
LES VIEILLES JOYEUSES DE CROTS,05200 Crots,06 07 51 32 39,eric.fiorani@gmail.com,,,retrocalage
ESCAUT AUTO RETRO,59293 Neuville-sur-Escaut,06 33 30 93 18,eddazin@wanadoo.fr,,,retrocalage
JUVIGNAC RALLY TEAM,34990 Juvignac,07 86 33 60 56,jrt34990@gmail.com,,,retrocalage
LES BIELLES DE JADIS,78760 Pontchartrain,07 52 02 36 94,lesbiellesdejadis@orange.fr,,http://biellesdejadis.free.fr,retrocalage
FORDENCO CLUB FRANCE,89520 Fontenoy,06 60 98 91 32,club@fordenco.fr,,,retrocalage
CAR EVENTS FRANCE,16302 -,,car.events@hotmail.com,,http://www.car-events.be,retrocalage
LES VIEUX COMPTEURS,88190 Golbey,,routesdesvosges@free.fr,,http://www.routesdesvosges.fr,retrocalage
CLUB RÉTRO AUTO-MOTO,33450 Saint-Sulpice-et-Cameyrac,05 56 30 85 63,dgranati@orange.fr,,,retrocalage
HISTORIC RHONE AUTO,69890 La,06 79 91 10 27,serge.rey020913@orange.fr,,http://www.historic-rhone-auto.com,retrocalage
VESPA CLUS ANGOULÊME,16430 Champniers,,contact@vespa-club-angouleme.fr,,https://www.facebook.com/groups/vespa.club.angouleme,retrocalage
TOURS EN VW,37100 Tours,,tours_en_vw@yahoo.fr,,http://tours-en-vw.overblog.com,retrocalage
VINTAGE CAR STORY,25000 Besançon,,vintage.car.story@orange.fr,,,retrocalage
MOTO CLUB SENAS DURANCE,13450 Grans,06 80 71 02 03,christian.guiollard@orange.fr,,http://motoclubsenas.com,retrocalage
PLAISIR AUTOMOBILE,45760 Boigny-sur-Bionne,,plaisirautomobile@gmail.com,,,retrocalage
LES VOLANTS DE LA LOUE,25290 Ornans,03 81 57 17 11,michael.creusot@free.fr,,,retrocalage
AUTO-RÉTRO DU PAYS CHAROLAIS-BRIONNAIS,71160 Digoin,03 85 53 44 56,maurice.pauthonnier@free.fr,,http://auto-retro-pays-charolais-brionnais.fr,retrocalage
AUTOMOBILE CLUB DE LA NARBONNAISE,11100 Narbonne,06 60 63 44 57,acnarbonne11@gmail.com,,https://www.facebook.com/pages/Automobile-Club-de-la-Narbonnaise/596267613795783,retrocalage
