id,nom,adresse,telephone,email,bureau,site_internet,lien
C580,MORGAN CLUB DE FRANCE,92320 Châtillon - France,06 80 64 47 05,contact@morganclubdefrance.fr,Pdt et Resp. site : Christophe Molina ; Vice-Pdt : Jean-Luc Maublanc ; Secrét. : Bernadette Shute ; Trés. : Philippe Racine ; Inscrip. Club : Philippe Blanquer ; Resp. réglem. et corresp. FFVE : Patric Mourgère,http://www.morganclubdefrance.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C580&idCategorie=C
C2679,MOTORS ADDICT LEMAN,74160 Archamps - France,06 77 30 77 33,motorsaddictleman@gmail.com,Pdt : Thiery Dussetier ; Trés. : Charlie DelanÅ ; Secrét. : Pauline Richaux,http://www.motorsaddictleman.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2679&idCategorie=C
C2682,MT CLASSIC CAR FAMILY CAR CLUB,26340 Saillans - France,06 36 51 87 95,mt.classic.car07@gmail.com,Alyxan Torgue,,https://www.lva-auto.fr/annuaire.detail.php?id=C2682&idCategorie=C
C145,MUSÉE AUTOMOBILE DE LORRAINE,54840 Bois-de-Haye - France,03 83 23 28 38,alaacl1969@gmail.com,Pdt : Thierry Marchal ; Secrét. : Patrice Huss,http://www.musee-auto-lorraine.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C145&idCategorie=C
C2269,MUSÉE BOURGUIGNON POUR LA PRÉSERVATION DES VÉHICULES MILITAIRES,21068 Dijon Cedex - France,03 80 42 90 08,getc.boulanger@wanadoo.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C2269&idCategorie=C
C2293,MUSEO VIVO PROVENCE,13127 Vitrolles - France,06 84 84 15 11,museovivoprovence@gmail.com,Pdt : Robert Arcostanzo ; Vice-Pdt : Franck Patras ; Trés. : Bernard Baillieul ; Secrét. : Marie-Josée Stief,http://museovivoprovence.forumactif.org,https://www.lva-auto.fr/annuaire.detail.php?id=C2293&idCategorie=C
C582,MUSTANG CLUB DE FRANCE,37230 Fondettes - France,07 71 80 79 02,club@mustangclubdefrance.com,Pdt : Xavier Vrigny ; Trés. : Sylvie Choiseau ; Secrét. : Amélie Sandoz,http://www.mustangclubdefrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C582&idCategorie=C
C2644,MUSTANG CLUB DE FRANCE,37230 Fondettes - France,07 71 80 79 02,club@mustangclubdefrance.com,Pdt : Xavier Vrigny ; Trés. : Sylvie Choiseau ; Secrét. : Amélie Sandoz,http://www.mustangclubdefrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2644&idCategorie=C
C1810,MUSTANGPASSION FRANCE,77680 Roissy-en-Brie - France,06 63 74 93 32,contact@mustangpassion.fr,Pdt par intérim : Jean-Paul Ghiringhelli ; Trés. : Nadia Le Vallois ; Secrét. : Stéphane Retoin,http://www.mustangpassion.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1810&idCategorie=C
C2196,MYTHIQUES AUTOMOBILES-CLUB,78240 Chambourcy - France,09 53 31 53 56,pmoroni@mp-cars.fr,Pdt : Patrick Moroni,http://www.mp-cars.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2196&idCategorie=C
C2584,NEO AUTO RÉTRO 88,88350 Liffol-le-Grand - France,06 79 97 41 44,bernard-adenot@hotmail.fr,Pdt : Bernard Adenot ; Trés. : Amandine Ãtienne ; Secrét. : Estelle Petitgeant,,https://www.lva-auto.fr/annuaire.detail.php?id=C2584&idCategorie=C
C1601,NEW RACING TEAM - CORSICA RÉTRO PASSION,20090 Ajaccio - France,06 84 35 89 82,new.racing.team@wanadoo.fr,Pdt : Alain Marchetti,http://www.corseclassicrallye.free.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1601&idCategorie=C
C2313,NICKEL CHROME,40150 Soorts-Hossegor - France,06 09 91 17 70,gilbarbin@gmail.com,Pdt : Gilles Barbin ; Vice-Pdt : Philippe Chaussonnière ; Trés. : Romain Capdepon ; Secrét. : Ãric Marchegay,http://www.nickel-chrome40.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2313&idCategorie=C
C584,NÎMES AUTO RÉTRO,30800 Saint-Gilles - France,06 08 07 85 91,president@nimesautoretro.org,Pdt : Philippe Gey,http://www.nimesautoretro.org,https://www.lva-auto.fr/annuaire.detail.php?id=C584&idCategorie=C
C585,NORD TRIUMPH CLUB,59990 Estreux - France,06 19 78 40 66,contact@nordtriumphclub.fr,Pdt : Jean-Christophe Rigaut ; Trés. : Christophe Coppens ; Secrét. et Webmaster : Bruno Vanacker ; Trés. adj. et Secrét. adj. : Karine Taquet ; Resp. boutique : David Vermesse,http://www.nordtriumphclub.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C585&idCategorie=C
C2178,NOSTAL' DEUCHE COMTOISE,25440 Liesle - France,06 87 94 21 51,michelgirardot4@gmail.com,Pdt : Michel Girardot ; Trés. : Martine Millon ; Secrét. : Florence Calinon,http://nostaldeuche.asso-web.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2178&idCategorie=C
C587,NOSTALGIC AUTO CLUB,62750 Loos-en-Gohelle - France,06 77 58 87 58,nostalgicautoclub@yahoo.fr,Pdt : Guy Dubrulle ; Vice-Pdt et Secrét. : Jean-Hubert Coin ; Trés. : Marc Pronnier,http://www.nostalgicautoclub.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C587&idCategorie=C
C211,NOSTALGIE DES VIEUX VOLANTS,44400 Rezé - France,06 52 24 50 24,jeanmarcmoliard@free.fr,Pdt : Jean-Marc Moliard,http://nostalgievieuxvolant.free.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C211&idCategorie=C
C1921,NOSTALGIE RANDONNÉE,26400 Allex - France,04 75 62 73 20,nostalgierando@aol.com,,http://www.nostalgie-randonnee.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1921&idCategorie=C
C1477,NOSTALGY CAR CLUB,69009 Lyon - France,06 80 57 96 08,caddy58@hotmail.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1477&idCategorie=C
C2073,NVA - NOIRMOUTIER VÉHICULES ANCIENS,85740 L'Épine - France,06 18 42 63 06,nva.no85@orange.fr,Pdt : Jean-Marc Bourson ; Trés. : Jack Saintier ; Secrét. : Chantal Allart,,https://www.lva-auto.fr/annuaire.detail.php?id=C2073&idCategorie=C
C590,OCTAGON CAR CLUB,14270 Mézidon-Vallée-d'Auge - France,02 31 20 11 34,alain.danoy@wanadoo.fr,Correspondant Nord : Alain Danoy ; Correspondant Sud : Jonathan Prior,http://www.mgoctagoncarclub.com,https://www.lva-auto.fr/annuaire.detail.php?id=C590&idCategorie=C
C1639,OCTANE 99,39000 Lons-le-Saunier - France,03 63 67 60 72,octane99@wanadoo.fr,Pdt : Claude Bouquerod ; Trés. et Secrét. : Denis Duperron ; Trés. adj. : Alain Futin ; Secrét. adj. : Gilbert Reteau,http://www.octane99.blogspot.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1639&idCategorie=C
C1840,OISE AUTO RÉTRO,60600 Erquery - France,06 95 15 35 01,claudebuss@hotmail.fr,Pdt : Claude Bussière ; Trés. : Murielle Bussière ; Secrét. : Pierrick Dumerval,,https://www.lva-auto.fr/annuaire.detail.php?id=C1840&idCategorie=C
C591,OLD CARS CLUB JURASSIEN,39101 Dole Cedex - France,03 84 72 69 80,jeanpierre.aulon@orange.fr,Pdt : Jean-Pierre Aulon ; Vice-Pdt : Philippe Grenot ; Trés. : Oliver Sussot ; Trés. adj. : Patrick Darley ; Secrét. : Claudette Barbaud ; Secrét. adj. : Ãric Bongain,http://www.occj.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C591&idCategorie=C
C703,OLD LADIES 28,28210 Villemeux-sur-Eure - France,06 11 11 76 30,oldladies28@free.fr,Pdt : P. Perrault ; Trés. : P. Perrault ; Secrét. : E. Akkari,,https://www.lva-auto.fr/annuaire.detail.php?id=C703&idCategorie=C
C1654,OLD TRUCKS MALOUIN,35400 Saint-Malo - France,02 35 93 99 19,,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1654&idCategorie=C
C1301,OPALE CLASSIC CARS,62280 Saint-Martin-Boulogne - France,09 53 27 87 41,opale.classic.cars@gmail.com,Pdt : Patrick Chochoy,,https://www.lva-auto.fr/annuaire.detail.php?id=C1301&idCategorie=C
C395,OPEL CLASSIC CLUB DE FRANCE,03410 Lignerolles - France,06 51 39 58 82,info@opel-classic-club.com,Pdt : Sylvain Aufrère ; Vice-Pdt : Arnaud Mazet ; Trés. : Jean-Yves Decornod ; Trés. adj. : Ãliane Decornod ; Secrét. : Delphine Aufrère ; Secrét. adj. et Resp. patrimoine : Arnaud Cagny ; Resp. Internet : John Heimann ; Membres : Joël Cloren,http://www.opel-classic-club.com,https://www.lva-auto.fr/annuaire.detail.php?id=C395&idCategorie=C
C596,OPEL GT CLUB ALSACE,68000 Colmar - France,03 89 80 52 78,opelgt.alsace@free.fr,Pdt : Thierry Schneider ; Trés. : Marie Pilotelle ; Secrét. : Juliette Schneider,http://opelgtclubalsace.free.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C596&idCategorie=C
C2044,ORCINES RÉTRO MOBILE - ORM,63870 Orcines - France,04 73 62 20 00,anval.genealogie@wanadoo.fr,Pdt : Daniel d'Anval ; Vice-Pdt : Jean-Paul Dutrieux ; Trés. : Jean-François Gorce ; Trés. adj. : Chantal Monnet ; Secrét. : Gérard Charnet ; Secrét. adj. : Michel Rochelet,http://orcines-retro-mobile.e-monsite.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2044&idCategorie=C
C2111,P'TITS BOLIDES DU VÉRON,37420 Savigny-en-Véron - France,07 81 90 77 01,bolidesduveron@gmail.com,Pdt : Ludovic Bretonneau ; Vice-Pdt. : Guy Haerty ; Secrét. : Paul Tulasne ; Trés. : Christian Tokarski,https://ptitsbolidesduveron.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2111&idCategorie=C
C599,PAAARC - RÉTROSPECTIVE DU GP DE LA MARNE 1925,51100 Reims - France,06 12 51 09 11,paaarc51@orange.fr,Pdt : Félix Rihay ; Pdt d'honneur : Didier Carayon ; Trés. : Martine Carre ; Secrét. : Chantal Carayon,,https://www.lva-auto.fr/annuaire.detail.php?id=C599&idCategorie=C
C466,PARIDS CLUB,89240 Beauvoir - France,06 60 67 17 25,,Pdt : Didier Parjadis ; Vice-Pdt : Frédéric Kahn ; Trés. : Géraud Leneveu ; Secrétaire : Vincent Vielliard,http://www.paridsclub.com,https://www.lva-auto.fr/annuaire.detail.php?id=C466&idCategorie=C
C2607,PARMAIN CLASSIC,95620 Parmain - France,06 89 86 56 13,bernard.hauwiller@gmail.com,Fondateur et Pdt d'Honneur : Pierre Druel ; Pdt : Bernard Hauwiller ; Vice-Pdt : Francis Thibaud,http://www.parmain-classic.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2607&idCategorie=C
C2132,PASSÉ O MOBILE,77140 Nemours - France,06 80 71 76 26,passeomobile@orange.fr,"Pdt : Pascal Martin-Lavigne ; Vice-Pdts : Gilles Braun, Laurent Despoux, Benoît Pillavoine ; Trés. : Dolorès Martin-Lavigne ; Vice-Trés. : H. Livas ; Secrét. : Andréa Gauthier",,https://www.lva-auto.fr/annuaire.detail.php?id=C2132&idCategorie=C
C2024,PASSION 2 CV-2 CV PASSION,84750 Saint-Martin-de-Castillon - France,04 90 75 14 36,passion_2cv@hotmail.fr,Pdt : Jean-Charles Nourrisson ; Trés. : Matthieu Marseille,http://www.passion2cv-2cvpassion.sitew.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2024&idCategorie=C
C2455,PASSION 4 CV FRANCE,59690 Vieux-Condé - France,06 52 11 69 96,passion.4cv.club.france@gmail.com,Pdt : Pascal Brinkhuizen ; Trés. : Jean-Paul Grugniaux ; Secrét. : Maxence Ghesquières,http://la-4cv-renault.forumactif.org/,https://www.lva-auto.fr/annuaire.detail.php?id=C2455&idCategorie=C
C2540,PASSION ALPINE RENAULT ALSACE,67350 Pfaffenhoffen - France,06 13 27 55 08,passionalpinerenaultalsace@gmail.com,Pdt : Michel Wackermann ; Trés. : Serge Klopfenstein ; Secrét. : Martin Winstel,http://www.passionalpinerenaultalsace.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2540&idCategorie=C
C1430,PASSION AUTO COLLECTION CÔTE D'AZUR - PACCA,06600 Antibes - France,06 07 38 75 88,pacca-frenchrivieira@orange.fr,"Pdt et Secrét. : Jean-Jacques Lasserre ; Vice-Pdt : Paul Jourdain ; Admin. : Bérengère Lax, Alain Oudit ; Trés. et Secrét. générale : Colette Balvry ; Administrateur : Michèle Cogez",http://www.pacca.ekablog.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1430&idCategorie=C
C1373,PASSION AUTO MOTO CLUB DES ALPILLES - PAMCA,13210 Saint-Rémy-de-Provence - France,06 27 30 74 96,,Pdt : Alix Kikmoun ; Trés. : Ludovic Manson ; Secrét. : Robert Balme,,https://www.lva-auto.fr/annuaire.detail.php?id=C1373&idCategorie=C
C941,PASSION AUTO PRESTIGE ET ANCIENNE D'ILLE-ET-VILAINE,35340 Ercé-près-Liffré - France,06 75 83 41 28,clubpapa35@gmail.com,Pdt : Gaëtan Guerin ; Trés. : Jean-Pierre Perrault ; Secrét. : Nicolas Vienne,http://www.papa35.org,https://www.lva-auto.fr/annuaire.detail.php?id=C941&idCategorie=C
C2686,PASSION AUTO RETRO 03,03500 Châtel-de-Neuvre - France,,passion.auto.retro.03@gmail.com,,,https://www.lva-auto.fr/annuaire.detail.php?id=C2686&idCategorie=C
C952,PASSION AUTOMOBILES,06440 Blausasc - France,06 88 20 87 16,asso.pierre@gmail.com,"Pdt : Pierre Asso ; Trés. : Michel Krieger ; Trés. adj. : Karine Chiossone ; Secrét. : Charles Dufour ; Membres Conseillers : Alain Roustan, Marcel Borghèsi, Richard Imbert, Patrick Anfosso, Daniel Sadoule",,https://www.lva-auto.fr/annuaire.detail.php?id=C952&idCategorie=C
C2185,PASSION DYANE-DEUCHE CLUB 37,37500 Chinon - France,02 47 93 49 36,passion.dyane.deuche@gmail.com,,,https://www.lva-auto.fr/annuaire.detail.php?id=C2185&idCategorie=C
C2105,PASSION MORDU CAISSE ANCIENNE,59600 Vieux-Reng - France,06 09 01 41 51,gilles.borderieux@free.fr,Pdt : Gilles Borderieux ; Trés. : Aline Lisbet ; Secrét. : Ãric Meunier,,https://www.lva-auto.fr/annuaire.detail.php?id=C2105&idCategorie=C
C1694,PASSION RÉTRO AUTOS MOTOS - PRAM,33590 Saint-Vivien-de-Médoc - France,06 73 81 38 23,,Pdt : Alain Brun,http://pram33.pagespro-orange.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C1694&idCategorie=C
C1109,PASSION SCIROCCO,63400 Chamalières - France,04 73 90 70 14,president@passion-scirocco.fr,Pdt : Olivier Mège ; Vice-Pdt série 1 : René Soulard ; Vice-Pdt série 2 : Thierry Kennel ; Trés. : Sylvie Maret ; Secrét. : Eddy Verdun ; Boutique et com. interne : Rodolph Woog,http://www.passion-scirocco.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1109&idCategorie=C
C1872,PASSION SIMCA ALSACE,67310 Rangen - France,03 88 87 29 31,roland.fauvet@wanadoo.fr,Pdt : Roland Fauvet ; Trés. : Christian Marx ; Secrét. : Michel Kohn,http://www.passion.simca.alsace.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1872&idCategorie=C
C2549,PASSION TACO DE LA RN7,26270 Loriol-sur-Drôme - France,04 75 80 71 93,passiontaco26@gmail.com,Pdt : Jean-Frédéric Haro ; Trés. : Michelle Liard ; Secrét. : Johann Rodet,,https://www.lva-auto.fr/annuaire.detail.php?id=C2549&idCategorie=C
C2631,PASSION VÉHICULES VAL-DE-SAÔNE,70100 Arc-lès-Gray - France,06 49 52 18 33,contactp2vs@gmail.com,Pdt : Jean-Yves Marchand,http://www.passionvehiculesvaldesaone.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2631&idCategorie=C
C2379,PASSION YOUNGTIMERS 86,86530 Naintré - France,06 83 71 27 11,passionyoungtimers86@gmail.com,Pdt : Rudy Chabot ; Trés. : Stéphane Chabot ; Secrét. : Gabriel Baillargeart,http://www.facebook.com/passionyoungtimers86,https://www.lva-auto.fr/annuaire.detail.php?id=C2379&idCategorie=C
C603,PASSIONNÉS DE VÉHICULES ANCIENS - PVA,25770 Franois - France,06 07 78 39 06,clubpva25@gmail.com,Pdt : Alain Marietta ; Trés. : Joël Piérot ; Secrét. : Jean-Charles Dieterlé,http://www.clubpva.com,https://www.lva-auto.fr/annuaire.detail.php?id=C603&idCategorie=C
C1272,PÉRIGUEUX AUTO RÉTRO,24000 Périgueux - France,06 01 23 47 45,perigueux.auto.retro@gmail.com,Pdt : Aurélien Enaud ; Vice-Pdt : Jean-Marie Ronteix ; Trés. : Marie-Claire Roussarie ; Trés. adj. : Michel Moze ; Secrét. Françoise Angibaud ; Secrét. adj. : Daniel Faucher ; Conseiller Technique : Patrick Beguier ; Membres actifs : Jacques Fl,,https://www.lva-auto.fr/annuaire.detail.php?id=C1272&idCategorie=C
C1547,PEUGEOT SPORT CLERMONT-FERRAND,63400 Chamalières - France,06 86 15 17 03,patrick.marchalpts@free.fr,Pdt : Cédric Vincent ; Vice-Pdt : Xavier Ischard ; Trés. : Patrick Marchal ; Secrét. : Alain Courbet,http://www.peugeotsportclermont.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1547&idCategorie=C
C1671,PHÉNIX,06130 Grasse - France,04 93 36 18 14,m.jalliffier@free.fr,Pdt : Gaïdic Deleger ; Trés. : Michel Jalliffier,http://www.amicalephenixauto.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1671&idCategorie=C
C2535,PHENIX LIBERTA,14240 Cormolain - France,06 21 72 68 86,sophiejeanpierre@club-internet.fr,Pdt : Jean-Pierre Gaubiac ; Trés. : Sophie Lanoir ; Secrét. : Pascal Robert,,https://www.lva-auto.fr/annuaire.detail.php?id=C2535&idCategorie=C
C2292,PHOCÉA PRODUCTIONS,13170 Les Pennes-Mirabeau - France,06 12 51 57 89,phoceaproduction@aol.com,Pdt : Michel Vignal ; Vice-Pdt : Alain Amalberti ; Trés. et Secrét. : Patricia Vignal,http://www.phocea-productions.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2292&idCategorie=C
C606,PICCOLA SCUDERIA FIAT CLUB FIAT 500 DE PERPIGNAN,66000 Perpignan - France,04 68 63 55 00,fiat500@orange.fr,Pdt : Jérôme Rougé,http://www.club500.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C606&idCategorie=C
C607,PILOTES AMATEURS VÉHICULES D'ÉPOQUE - PAVE,82000 Montauban - France,06 86 90 16 97,teampave@hotmail.fr,Pdt : Georges Audouy ; Trés. : Serge Audouy ; Secrét. : Christine Pecontal et Françoise Delmotte,,https://www.lva-auto.fr/annuaire.detail.php?id=C607&idCategorie=C
C1295,PIPES ET MANIVELLES SANCLAUDIENNES,39200 Saint-Claude - France,06 08 47 12 86,pms.stclaude@gmail.com,Pdt : Jean-Paul Rohr ; Trés. : Patrice Leguiader ; Secrét. : Gaël Ferrazzi,http://www.pipesetmanivelles.org,https://www.lva-auto.fr/annuaire.detail.php?id=C1295&idCategorie=C
C608,PLAISIR AUTO-RÉTRO,34990 Juvignac - France,06 31 90 18 27,plaisirautoretro@gmail.com,Pdt : Christian Vella ; Vice-Pdt : Michel Van Elst ; Trés. : Patrick Panyi,,https://www.lva-auto.fr/annuaire.detail.php?id=C608&idCategorie=C
C1762,PONTIAC FIREBIRD CLUB DE FRANCE,30340 Salindres - France,06 23 31 63 39,contact.pfcf@gmail.com,"Pdt : Dominique Mazaleigue ; Vice-Pdt : Gilles Grandi ; Trés : Dominique Mazleigue ; Webmaster : ""Vroomm"" Moitrel",http://www.pontiacfirebirdclubdefrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1762&idCategorie=C
C13,PORSCHE 356 - CLUB DE FRANCE,92200 Neuilly-sur-Seine - France,06 14 62 80 35,contact@356porscheclub.fr,Pdt : Patrick Zundel ; Vice-Pdt : Olivier Rougé ; Trés. : Jean-Hugues Plantavin ; Secrét. : Alain Boutal ; Resp. Technique : Valentin Kaiser,http://www.356porscheclub.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C13&idCategorie=C
C20,PORSCHE CLUB 924 / 944 / 968 FRANCE,79260 La Crèche - France,06 73 04 13 83,porscheclub924.a.simon@orange.fr,Pdt : Alain Simon ; Vice-Pdt : Pascal Le Corre ; Secrét. : Marc Panarelli ; Trés. : Annick Vaumoron,http://www.924-944-968-porscheclub.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C20&idCategorie=C
C1148,PORSCHE CLUB MÉDITERRANÉE,34750 Villeneuve-lès-Maguelone - France,04 67 69 48 92,jp.viala@laposte.net,,http://mediterranee-porscheclub.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1148&idCategorie=C
C1781,PORSCHE CLUB RS DE FRANCE,13630 Eyragues - France,06 03 81 68 12,info@porscheclubrsdefrance.com,Pdt : Jean-Claude Bonhomme,http://www.porscheclubrsdefrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1781&idCategorie=C
C272,PORSCHE CLUB TOURCOING,59200 Tourcoing - France,06 08 92 77 21,tourcoing@porscheclub.fr,Pdt : Hervé Dujardin,http://www.tourcoing-porscheclub.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C272&idCategorie=C
C1265,R4 AVENTURE CLUB DE FRANCE,92700 Colombes - France,06 12 31 36 54,r4.aventure@gmail.com,Pdt : Jérôme Guyot ; Trés. : Catherine Marlier ; Secrét. : Ãric Laurent,,https://www.lva-auto.fr/annuaire.detail.php?id=C1265&idCategorie=C
C2436,R5 GT TURBO CLUB DE FRANCE,76590 Anneville-sur-Scie - France,06 86 81 66 08,r5gtturboclubdefrance@gmail.com,Pdt : Stanislas Lazur ; Vice-pdt : Jean-Daniel Padé ; Trés. : Adrien Mortier,http://r5gttclub-de-france.creerunforum.net,https://www.lva-auto.fr/annuaire.detail.php?id=C2436&idCategorie=C
C2043,RACER CLUB DE FRANCE,16410 Garat - France,06 81 16 95 06,duprat.pierre@wanadoo.fr,Pdt : Michel Labarde ; Vice-Pdt : Pierre Duprat ; Trés. : Gonzague Pouponnot ; Secrét. : Patrick Morin ; Resp. Internet : Fréderic Marquet,http://www.racerclubdefrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2043&idCategorie=C
C610,RACING AMICALE FIAT ANCIENNES - RAFA,77650 Savins - France,01 60 58 15 54,aldo.lampredi@orange.fr,Pdt : Aldo Lampredi ; Trés. : Anny Nodinot ; Secrét. : Serge Lampredi,,https://www.lva-auto.fr/annuaire.detail.php?id=C610&idCategorie=C
C1942,RACING AUTO CLUB 47,47340 Saint-Antoine-de-Ficalba - France,06 85 24 64 46,racingautoclub47@gmail.com,Pdt : Marie Hantier ; Trés. : José Bazilet ; Secrét. : Jean Philippe,http://www.rac47.net,https://www.lva-auto.fr/annuaire.detail.php?id=C1942&idCategorie=C
C2116,RALLYE SPORT CLASSIC DE SEINE-ET-OISE - RSC78,78780 Maurecourt - France,06 12 30 80 73,,Pdt : Patrick Decoen ; Vice-Pdt : Didier Simon ; Trés. : Vincent Legenne,http://www.rsc78.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2116&idCategorie=C
C563,RANDONNÉE DU SANCY,63750 Messeix - France,04 73 21 49 42,randonneedusancy@gmail.com,Pdt : Philippe Rouveyroux,http://www.acsancyvolcancetres.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C563&idCategorie=C
C611,RASSEMBLEMENT DES AMATEURS D'AUTOMOBILES ANCIENNES DES FLANDRES - RAAAF,59700 Marcq-en-Baroeul - France,,raaaf@raaaf.fr,,http://www.raaaf.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C611&idCategorie=C
C612,RED BALL EXPRESS,06200 Nice - France,06 61 99 78 77,,,,https://www.lva-auto.fr/annuaire.detail.php?id=C612&idCategorie=C
C1580,REGISTRO LANCIA CLASSICHE,58200 Cosne-Cours-sur-Loire - France,06 27 80 97 75,registrolanciaclassiche@gmail.fr,Pdt : J.-P. Renaudat ; Vice-Pdt : Patrick de Dumast ; Trés. : C. Machizaud ; Secrét. : D. Mullenbach,,https://www.lva-auto.fr/annuaire.detail.php?id=C1580&idCategorie=C
C616,REGROUPEMENT DES AMOUREUX DE VÉHICULES D'ÉPOQUE DE LA RÉGION D'ARTOIS - RAVERA,62000 Arras - France,07 68 48 01 36,ravera.6a@gmail.com,Pdt : Philippe Potier ; Vice-Pdt : Philippe Ligny ; Trés. : Alain Bourgouin,http://www.ravera-6a.com,https://www.lva-auto.fr/annuaire.detail.php?id=C616&idCategorie=C
C2294,RELIANT SABRE ET SCIMITAR OWNERS CLUB - RSSOC,06600 Antibes - France,06 76 91 26 59,bolidenoir@mac.com,Secrét. : Chris Johnson,http://www.scimitarfrance.net,https://www.lva-auto.fr/annuaire.detail.php?id=C2294&idCategorie=C
C617,RENAISSANCE AUTO RAMBOUILLET,78120 Rambouillet - France,06 82 26 83 43,renaissanceauto@orange.fr,Pdte : Esther Grangeon ; Pdt d'Honneur : Jean-Pierre Chapelle ; Trés. : Thérèse Lagrue ; Secrét. : Daniel Creusot,,https://www.lva-auto.fr/annuaire.detail.php?id=C617&idCategorie=C
C1528,RENAULT 9 ET 11 CLUB DE FRANCE,28700 Oysonville - France,06 11 53 90 82,r9r11clubdefrance@gmail.com,Pdt : Benoît Chaunut ; Trés. : Baptiste Launay ; Trés. adj. : Pierre Lepetit ; Secrét. : Serge Gallepy,http://www.renault-9-11.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1528&idCategorie=C
C292,RENAULT ALLIANCE CLUB PASSION,44120 Vertou - France,09 72 45 10 13,contact@renaultalliance.net,Pdt : Renaud Lamy ; Trés. : D. Duchêne ; Secrét. : Benoît Chenet,http://www.renault-alliance-club-passion.com,https://www.lva-auto.fr/annuaire.detail.php?id=C292&idCategorie=C
C2005,RENAULT RAMBLER CLUB DE FRANCE,36230 Saint-Denis-de-Jouhet - France,06 12 84 49 23,renaultramblerclub@orange.fr,Pdt : Jean-Louis Huet ; Trés. : Magali Mrugalski,http://www.renault.amcrc.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2005&idCategorie=C
C2574,RENAULT WIND CLUB FRANCE,80340 Bray-sur-Somme - France,06 20 51 81 75,renaultwindclubfrance@gmail.com,Pdt : Florent Odot ; Trés. : Dominique Renarzewski ; Trés. adj. : Frédérique Hebert ; Secrét. : Marie Stobierski ; Secrét. adj. : Romain Blieux,https://renaultwind.club,https://www.lva-auto.fr/annuaire.detail.php?id=C2574&idCategorie=C
C618,RÉTR'AUTO VENDÉENNE,85190 Aizenay - France,,retrauto_85@orange.fr,Pdt : Jacques Foucault ; Trés. : Jean-Dominique Haag ; Secrét. : Denis Flammang,https://retrauto85.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C618&idCategorie=C
C1641,RÉTR'OPEL CLUB DU SUD,83790 Pignans - France,04 94 33 27 54,info@rocs-club.net,Pdt : Laurent Fusi ; Vice-Pdt : Ludovic Dufour ; Trés. : Sébastien Canarias ; Secrét. : Laurent Fusi,http://www.rocs-club.net,https://www.lva-auto.fr/annuaire.detail.php?id=C1641&idCategorie=C
